profit,return_per_dd,max_dd_pct,pf,trades,win_rate_pct,reason_counts,sim
606.9468142107061,35.96189161543218,16.87749967941757,1.953392176615305,52,88.46153846153845,"{'trail': 43, 'sl': 5, 'max_bars': 3, 'tp': 1}",21
1137.4479093171306,0.0,0.0,inf,51,100.0,"{'trail': 44, 'sl': 5, 'tp': 2}",22
1173.8710223061228,719.4602099109693,1.6315996439210798,14.74646692728438,52,92.3076923076923,"{'trail': 44, 'sl': 6, 'tp': 2}",23
1038.8172954951183,185.18075238142956,5.609747676990721,4.064328170070565,61,88.52459016393442,"{'trail': 52, 'sl': 8, 'tp': 1}",24
832.0052086141654,208.26917933468877,3.994855173828348,7.69496366140481,38,89.47368421052632,"{'trail': 32, 'sl': 6}",25
692.4453057368186,57.39958297103169,12.063594714377638,2.7042073378263947,44,90.9090909090909,"{'trail': 38, 'sl': 5, 'max_bars': 1}",26
1023.8267436348552,150.10215983323755,6.820866167231168,3.376581830055996,61,88.52459016393442,"{'trail': 48, 'sl': 10, 'tp': 3}",27
1285.1611174052675,131.88175311936823,9.744798556340452,6.400662715719957,51,94.11764705882352,"{'trail': 44, 'sl': 7}",28
578.521394792135,38.40261580837254,15.06463511962135,1.6642470860578962,62,87.09677419354838,"{'trail': 47, 'sl': 14, 'tp': 1}",29
879.3953110276555,68.24302726792338,12.886229498218672,2.627366047392268,59,88.13559322033898,"{'trail': 49, 'sl': 7, 'max_bars': 2, 'tp': 1}",30
1357.5416623969898,555.6258620979386,2.4432657926885697,10.631734569924303,63,95.23809523809523,"{'trail': 54, 'sl': 7, 'tp': 2}",31
1415.043182610599,460.348736640583,3.0738504746139728,6.229690992652425,63,88.88888888888889,"{'trail': 53, 'sl': 9, 'tp': 1}",32
1665.2197669203008,599.8107607204748,2.7762419015625666,18.589339169814757,51,96.07843137254902,"{'trail': 46, 'sl': 3, 'tp': 2}",33
1472.1910889748242,185.95383565463035,7.9169708104817245,7.715160137447911,54,90.74074074074075,"{'trail': 47, 'sl': 6, 'tp': 1}",34
753.9303814994136,72.75652392701731,10.362374956996126,2.8001622232244627,60,91.66666666666666,"{'trail': 49, 'sl': 9, 'tp': 2}",35
1004.2468866332487,89.17645804288787,11.261345299790596,2.599940349659937,66,87.87878787878788,"{'trail': 54, 'sl': 9, 'max_bars': 2, 'tp': 1}",36
1117.885712117181,170.89109508666292,6.5415094423163165,7.301009324939938,49,93.87755102040816,"{'trail': 43, 'sl': 5, 'tp': 1}",37
1273.9810622129862,508.46411881010516,2.5055476189634076,9.51132726674949,51,92.15686274509804,"{'trail': 46, 'sl': 4, 'max_bars': 1}",38
470.00355826120716,59.2886399788637,7.927379653653088,3.0335388153897718,39,89.74358974358975,"{'trail': 32, 'sl': 6, 'max_bars': 1}",39
1241.7118337172105,436.49175767703423,2.8447543667845587,8.08918870941275,51,90.19607843137256,"{'trail': 43, 'sl': 7, 'tp': 1}",40
764.0644718994487,74.40634733639062,10.268807692509323,2.1932218595565263,53,84.90566037735849,"{'trail': 43, 'sl': 8, 'max_bars': 2}",41
896.5509881653702,155.18275967603518,5.777387836361724,3.421631865094735,54,90.74074074074075,"{'trail': 47, 'sl': 5, 'tp': 1, 'max_bars': 1}",42
372.6421354872708,40.47986255297105,9.205617608005452,1.966717838519096,46,86.95652173913044,"{'trail': 39, 'sl': 7}",43
806.0737677132853,140.59791448400776,5.733184383790926,8.041693226463593,39,94.87179487179486,"{'trail': 37, 'sl': 2}",44
1140.1742635518256,157.9730751607838,7.217522748046558,4.362284750357996,52,88.46153846153845,"{'trail': 45, 'sl': 4, 'max_bars': 2, 'tp': 1}",45
935.9566344178623,214.30928359245885,4.367317265628697,5.405143034062366,43,90.69767441860465,"{'trail': 31, 'sl': 8, 'max_bars': 2, 'tp': 2}",46
434.6275691394235,25.166777118315036,17.269893840444304,1.684109570761912,51,90.19607843137256,"{'trail': 45, 'sl': 5, 'tp': 1}",47
649.2329412552119,92.72142394120398,7.001973369896692,3.2466882027636217,52,88.46153846153845,"{'trail': 41, 'sl': 10, 'max_bars': 1}",48
625.4496435822381,45.25641558070525,13.820132141638148,2.297249521673713,54,85.18518518518519,"{'trail': 45, 'sl': 8, 'max_bars': 1}",49
