profit,return_per_dd,max_dd_pct,pf,trades,win_rate_pct,reason_counts,sim
1195.7446101230316,159.40463325948096,7.501316528087254,1.6494955732267989,391,81.58567774936061,"{'trail': 299, 'sl': 78, 'max_bars': 8, 'tp': 6}",0
1614.9914527725005,303.0054289037785,5.329909297715429,2.445834435901527,363,84.02203856749311,"{'trail': 291, 'sl': 56, 'max_bars': 11, 'tp': 5}",1
1516.4804936347564,256.53035949769736,5.911504964184827,2.6509890613401352,368,85.05434782608695,"{'trail': 289, 'sl': 62, 'max_bars': 12, 'tp': 5}",2
1198.5139627981014,314.3386437921332,3.8128113945501982,2.1460117520118738,381,83.72703412073491,"{'trail': 305, 'sl': 66, 'max_bars': 7, 'tp': 3}",3
1242.484058626569,262.8642391169614,4.726713921986649,2.0976844928091642,348,83.62068965517241,"{'trail': 271, 'sl': 67, 'max_bars': 5, 'tp': 5}",4
1060.452313637364,132.27614815658455,8.016957920350329,1.8255114348337527,376,84.8404255319149,"{'trail': 298, 'sl': 58, 'max_bars': 12, 'tp': 8}",5
1473.0256780379568,314.57485999058065,4.68259185772844,2.2987971731900227,349,85.10028653295129,"{'trail': 278, 'sl': 57, 'max_bars': 10, 'tp': 4}",6
867.1191773092472,173.04925286993998,5.010823005176191,1.564295629547192,372,82.25806451612904,"{'trail': 285, 'sl': 76, 'max_bars': 9, 'tp': 2}",7
1540.376399153071,307.7376606926633,5.00548550244372,2.2033368361187606,389,85.8611825192802,"{'trail': 321, 'sl': 61, 'max_bars': 6, 'tp': 1}",8
1706.5581594383543,206.183355913329,8.276895833220026,2.515029787129921,375,86.66666666666667,"{'trail': 298, 'sl': 62, 'max_bars': 8, 'tp': 7}",9
1468.328017317766,216.2156838387839,6.791033801287931,2.1933888075336867,355,85.07042253521126,"{'trail': 283, 'sl': 58, 'max_bars': 9, 'tp': 5}",10
812.8119099379005,83.82421015391043,9.696624739386017,1.4903165638503255,380,81.3157894736842,"{'trail': 292, 'sl': 78, 'max_bars': 8, 'tp': 2}",11
1095.0223179273225,153.65408245976653,7.126542298113349,1.9286980516456909,374,84.22459893048129,"{'trail': 291, 'sl': 69, 'max_bars': 9, 'tp': 5}",12
1695.7171647510993,370.17934050711506,4.5807990322423375,2.2766830212040308,378,86.24338624338624,"{'trail': 308, 'sl': 62, 'max_bars': 5, 'tp': 3}",13
1221.61405034654,227.38708519590062,5.372398565618112,2.0598861423439523,353,82.43626062322946,"{'trail': 271, 'sl': 63, 'max_bars': 10, 'tp': 9}",14
1281.693610318594,133.6410117758343,9.590570987807778,1.9011074814242106,368,81.25,"{'trail': 273, 'sl': 80, 'max_bars': 12, 'tp': 3}",15
1331.604075232001,258.2904564091012,5.155452097397278,1.9166318860232219,363,80.71625344352617,"{'trail': 267, 'sl': 81, 'max_bars': 8, 'tp': 7}",16
1362.665181302786,225.598257010227,6.040229208158344,2.1114638525728213,350,85.42857142857143,"{'trail': 284, 'sl': 54, 'max_bars': 8, 'tp': 4}",17
1068.278939213248,132.87849042351365,8.03951742534403,1.817873656124793,365,81.91780821917808,"{'trail': 277, 'sl': 75, 'max_bars': 7, 'tp': 6}",18
1320.154797638047,234.5353339745153,5.628809848248689,2.0433832554737843,368,85.59782608695652,"{'trail': 294, 'sl': 60, 'tp': 8, 'max_bars': 6}",19
1595.5167152400818,183.57378473928313,8.691419188780584,2.266928494502829,373,85.52278820375335,"{'trail': 298, 'sl': 70, 'max_bars': 4, 'tp': 1}",20
1608.7881504645402,178.98212101249507,8.98854109764532,2.0429056692645364,367,81.47138964577657,"{'trail': 283, 'sl': 66, 'max_bars': 12, 'tp': 6}",21
1930.05788652911,336.9404122244411,5.728187586009924,2.289569759786145,374,84.75935828877004,"{'trail': 289, 'sl': 73, 'tp': 7, 'max_bars': 5}",22
1894.826221631819,260.0141619789125,7.287396221846916,2.8425363030919253,355,87.04225352112675,"{'trail': 285, 'sl': 57, 'tp': 8, 'max_bars': 5}",23
1169.3891597866268,176.97743571369503,6.60756076090064,1.8252941608440403,393,83.96946564885496,"{'trail': 309, 'sl': 70, 'max_bars': 10, 'tp': 4}",24
1315.8944506168555,171.16658452894782,7.687799895278687,1.9389896594626315,361,85.3185595567867,"{'trail': 288, 'sl': 59, 'max_bars': 11, 'tp': 3}",25
712.9437588804569,57.112800084129226,12.483081863089621,1.425237062268388,341,82.69794721407625,"{'trail': 263, 'sl': 63, 'max_bars': 13, 'tp': 2}",26
1711.8250894079692,161.79787920790693,10.580021801202408,2.7260438238253712,353,83.56940509915015,"{'trail': 277, 'sl': 66, 'max_bars': 6, 'tp': 4}",27
1385.770710669113,188.68604541322338,7.3443200721827,2.059753356447864,351,82.62108262108262,"{'trail': 263, 'sl': 72, 'max_bars': 9, 'tp': 7}",28
1834.2981385280802,408.90939107834237,4.485830305072768,2.192025611324457,385,83.8961038961039,"{'trail': 300, 'sl': 72, 'max_bars': 9, 'tp': 4}",29
1288.8634477941712,108.84428501442198,11.84135159345661,1.8323964438992313,412,82.28155339805825,"{'trail': 321, 'sl': 78, 'max_bars': 10, 'tp': 3}",30
1549.3995106397522,202.86222192802987,7.637693681524587,2.0846579167814383,366,84.42622950819673,"{'trail': 289, 'sl': 60, 'max_bars': 11, 'tp': 6}",31
1576.922519405296,155.84091764321445,10.118796419150561,2.106735156811591,378,83.33333333333334,"{'trail': 290, 'sl': 78, 'tp': 7, 'max_bars': 3}",32
1374.7506363960863,165.18676268559906,8.322401953070884,1.9399429352151614,396,84.34343434343434,"{'trail': 307, 'sl': 72, 'tp': 9, 'max_bars': 8}",33
